IDENT,LAT,LONG,COMMENT,ALTITUDE,N£mero de Individuos,Presen‡a do Lixo,Numero de Barracas,,,,,
141,-25.96502286,32.58122139,01-FEB-15 5:55:15AM,63.00,0,LA,Barraca,,,,,
142,-25.96610824,32.58314168,01-FEB-15 5:55:45AM,66.00,0,LA,Barraca,,,,,
143,-25.96264458,32.58811148,01-FEB-15 6:02:20AM,60.00,1,LA,ausente,,,,,
144,-25.96538479,32.58670424,01-FEB-15 6:03:22AM,62.00,0,Ausente,Barraca,,,,,
145,-25.96459581,32.58814928,01-FEB-15 6:03:55AM,61.00,0,Ausente,Barraca,,,,,
146,-25.96363490,32.58881539,01-FEB-15 6:04:11AM,61.00,0,Ausente,Barraca,,,,,
147,-25.96350700,32.58967915,01-FEB-15 6:04:40AM,62.00,1,Ausente,ausente,,,,,
148,-25.96452272,32.58946415,01-FEB-15 6:05:01AM,61.00,1,Ausente,ausente,,,,,
149,-25.96497341,32.58914706,01-FEB-15 6:05:09AM,61.00,1,LA,ausente,,,,,
150,-25.96964699,32.58579589,01-FEB-15 6:07:42AM,65.00,2,Ausente,ausente,,,,,
151,-25.97068828,32.58499995,01-FEB-15 6:08:18AM,65.00,0,Ausente,Barraca,,,,,
152,-25.97414874,32.58346665,01-FEB-15 6:09:38AM,65.00,0,LA,ausente,,,,,
153,-25.97466842,32.58442981,01-FEB-15 6:09:52AM,65.00,0,LA,ausente,,,,,
154,-25.97693682,32.58638187,01-FEB-15 6:10:42AM,64.00,5,LA,Restaurante,,,,,
155,-25.97532473,32.58564686,01-FEB-15 6:25:24AM,65.00,0,LA,ausente,,,,,
156,-25.97492315,32.58638347,01-FEB-15 6:25:36AM,64.00,0,LA,Barraca,,,,,
157,-25.97303730,32.58922837,01-FEB-15 6:26:26AM,62.00,0,LA,Barraca,,,,,
158,-25.97001026,32.59050921,01-FEB-15 6:27:32AM,62.00,0,LA,Barraca,,,,,
159,-25.96814864,32.59172366,01-FEB-15 6:28:00AM,60.00,0,LA,Barraca,,,,,
160,-25.96691944,32.59257769,01-FEB-15 6:28:21AM,62.00,0,Ausente,Barraca,,,,,
161,-25.96575301,32.59337171,01-FEB-15 6:28:40AM,60.00,0,LA,Barraca,,,,,
162,-25.96593607,32.59403899,01-FEB-15 6:29:00AM,60.00,1,Ausente,ausente,,,,,
163,-25.96623070,32.59454878,01-FEB-15 6:29:08AM,60.00,1,LA,ausente,,,,,
164,-25.96662087,32.59450075,01-FEB-15 6:29:19AM,60.00,1,Ausente,Barraca,,,,,
165,-25.96744079,32.59392642,01-FEB-15 6:29:37AM,59.00,0,LA,ausente,,,,,
166,-25.96982184,32.59230436,01-FEB-15 6:30:14AM,62.00,0,LA,ausente,,,,,
167,-25.97124450,32.59174906,01-FEB-15 6:30:32AM,66.00,1,LA,ausente,,,,,
168,-25.97250430,32.59125830,01-FEB-15 6:30:51AM,63.00,0,Ausente,ausente,,,,,
169,-25.97387206,32.59073862,01-FEB-15 6:31:11AM,62.00,0,Ausente,ausente,,,,,
170,-25.97641421,32.58974385,01-FEB-15 6:31:52AM,60.00,0,LA,Mercado,,,,,
171,-25.97735935,32.58928754,01-FEB-15 6:32:13AM,58.00,0,LA,ausente,,,,,
172,-25.97679508,32.58754545,01-FEB-15 6:32:36AM,61.00,0,LA,ausente,,,,,
173,-25.97614909,32.58767763,01-FEB-15 6:32:58AM,60.00,1,Ausente,ausente,,,,,
174,-25.97600609,32.58825841,01-FEB-15 6:33:11AM,61.00,0,LA,ausente,,,,,
175,-25.97668754,32.59028843,01-FEB-15 6:33:53AM,59.00,0,LA,Barraca,,,,,
176,-25.97768758,32.59052857,01-FEB-15 6:34:31AM,56.00,0,Ausente,Barraca,,,,,
177,-25.97724452,32.59200932,01-FEB-15 6:35:15AM,55.00,0,Ausente,Barraca,,,,,
178,-25.97685367,32.59311807,01-FEB-15 6:35:47AM,57.00,0,Ausente,Barraca,,,,,
179,-25.97620181,32.59332804,01-FEB-15 6:35:58AM,58.00,0,LA,ausente,,,,,
180,-25.97553746,32.59359157,01-FEB-15 6:36:10AM,60.00,0,LA,ausente,,,,,
181,-25.97426986,32.59411158,01-FEB-15 6:36:43AM,61.00,0,Ausente,Restaurante,,,,,
182,-25.97346344,32.59440704,01-FEB-15 6:36:57AM,62.00,0,LA,Restaurante,,,,,
183,-25.97244781,32.59484558,01-FEB-15 6:37:09AM,62.00,0,LA,Restaurante,,,,,
184,-25.97126847,32.59525336,01-FEB-15 6:37:25AM,59.00,2,Ausente,Barraca,,,,,
185,-25.96946728,32.59643161,01-FEB-15 6:37:52AM,57.00,2,Ausente,ausente,,,,,
186,-25.96892548,32.59679739,01-FEB-15 6:38:00AM,54.00,4,Ausente,ausente,,,,,
187,-25.96765227,32.59674836,01-FEB-15 6:38:28AM,56.00,7,LA,Restaurante,,,,,
188,-25.96931825,32.59545336,01-FEB-15 6:39:32AM,58.00,3,Ausente,ausente,,,,,
189,-25.97021059,32.59485682,01-FEB-15 6:39:58AM,59.00,3,LA,ausente,,,,,
190,-25.97921100,32.59362493,01-FEB-15 6:45:14AM,49.00,0,LA,Restaurante,,,,,
191,-25.97084703,32.59698196,01-FEB-15 6:49:08AM,50.00,5,Ausente,ausente,,,,,
192,-25.96926268,32.59881475,01-FEB-15 6:49:55AM,36.00,0,LA,ausente,,,,,
193,-25.95763690,32.60678150,01-FEB-15 6:54:12AM,11.00,1,LA,ausente,,,,,
194,-25.95794401,32.60637749,01-FEB-15 6:54:19AM,12.00,1,Ausente,ausente,,,,,
195,-25.96372920,32.60293194,01-FEB-15 6:55:45AM,10.00,4,Ausente,ausente,,,,,
196,-25.96670059,32.60142705,01-FEB-15 6:56:32AM,8.00,3,Ausente,ausente,,,,,
197,-25.97683280,32.59548537,01-FEB-15 6:59:01AM,11.00,0,LA,ausente,,,,,
198,-25.96421544,32.59352485,01-FEB-15 8:11:30AM,61.00,0,LA,ausente,,,,,
199,-25.96277568,32.59096166,01-FEB-15 8:12:26AM,61.00,3,Ausente,ausente,,,,,
200,-25.96137154,32.58845078,01-FEB-15 8:14:22AM,62.00,2,LA,ausente,,,,,
201,-25.96010352,32.58909836,01-FEB-15 8:14:59AM,63.00,3,Ausente,Barraca,,,,,
202,-25.95968870,32.58938888,01-FEB-15 8:15:10AM,62.00,1,Ausente,ausente,,,,,
203,-25.95838725,32.59067827,01-FEB-15 8:15:45AM,63.00,14,Ausente,ausente,,,,,
